id,Name,Cost,Unit,Title,Description,Keywords,Steel_grade,Sawing,Standard,Diameter,Height,Width,Thickness,Section,Coating,View,Brinell_hardness
883,Труба 194х10 ст09Г2С,31000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
884,Труба 194х10 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
885,Труба 194х12 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
886,Труба 194х14 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
887,Труба 194х16 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
888,Труба 194х18 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
889,Труба 194х20 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
890,Труба 194х25 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
891,Труба 194х25 ст35,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
892,Труба 194х30 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
893,Труба 194х30 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
894,Труба 194х35 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
895,Труба 194х40 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
896,Труба 194х40 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
897,Труба 194х45 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
898,Труба 194х45 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
899,Труба 203х8 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
900,Труба 203х10 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
901,Труба 203х12 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
902,Труба 203х14 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
903,Труба 203х16 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
904,Труба 203х16 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
905,Труба 203х19 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
906,Труба 203х22 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
907,Труба 203х25 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
908,Труба 203х25 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
909,Труба 203х28 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
910,Труба 203х30 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
911,Труба 203х40 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
912,Труба 203х40 ст35,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
913,Труба 203х40 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
914,Труба 203х45 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
915,Труба 203х45 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
916,Труба 203х50 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
917,Труба 203х60 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
918,Труба 203х60 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
919,Труба 219х6 ст09Г2С,31000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
920,Труба 219х6 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
921,Труба 219х7 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
922,Труба 219х7 ст20ГУ,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
923,Труба 219х8 ст09Г2С,31000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
924,Труба 219х8 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
925,Труба 219х9 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
926,Труба 219х10 ст09Г2С,31000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
927,Труба 219х10 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
928,Труба 219х12 ст09Г2С,31000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
929,Труба 219х12 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
930,Труба 219х14 ст20,27000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
931,Труба 219х16 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
932,Труба 219х18 ст35,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
933,Труба 219х20 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
934,Труба 219х22 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
935,Труба 219х22 ст35,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
936,Труба 219х24 ст35,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
937,Труба 219х25 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
938,Труба 219х28 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
939,Труба 219х30 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
940,Труба 219х34 ст35,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
941,Труба 219х35 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
942,Труба 219х40 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
943,Труба 219х40 ст35,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
944,Труба 219х45 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
945,Труба 219х45 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
946,Труба 219х50 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
947,Труба 219х50 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
948,Труба 219х60 ст20,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
949,Труба 219х60 ст45,29000,ton,,,,,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
950,Труба 245х8 ст09Г2С ГК,33000,ton,Труба 245х8 ст09Г2С купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х8 из стали 09Г2С,"Где купить трубу 245х8 ст09Г2С в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х8! ГОСТ 8732, сталь 09Г2С. Звоните: (044) 503-50-45","труба 245х8 ст09Г2С, купить трубу 245х8 ст09Г2С, труба 245х8 ст09Г2С цена, купить трубу 245х8",09Г2С,11-12м,ГОСТ 8732,245 мм,,,8 мм,,,Бесшовная горячекатаная труба,
952,Труба 245х8 ст20 ГК,29000,ton,Труба 245х8 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х8 из стали 20,"Где купить трубу 245х8 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х8! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х8 ст20, купить трубу 245х8 ст20, труба 245х8 ст20 цена, купить трубу 245х8",20,11-12м,ГОСТ 8732,245 мм,,,8 мм,,,Бесшовная горячекатаная труба,
953,Труба 245х10 ст09Г2С ГК,33000,ton,Труба 245х10 ст09Г2С купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х10 из стали 09Г2С,"Где купить трубу 245х10 ст09Г2С в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х10! ГОСТ 8732, сталь 09Г2С. Звоните: (044) 503-50-45","труба 245х10 ст09Г2С, купить трубу 245х10 ст09Г2С, труба 245х10 ст09Г2С цена, купить трубу 245х10",09Г2С,11-12м,ГОСТ 8732,245 мм,,,10 мм,,,Бесшовная горячекатаная труба,
954,Труба 245х10 ст20 ГК,29000,ton,Труба 245х10 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х10 из стали 20,"Где купить трубу 245х10 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х10! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х10 ст20, купить трубу 245х10 ст20, труба 245х10 ст20 цена, купить трубу 245х10",20,11-12м,ГОСТ 8732,245 мм,,,10 мм,,,Бесшовная горячекатаная труба,
955,Труба 245х12 ст09Г2С ГК,27000,ton,Труба 245х12 ст09Г2С купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х12 из стали 09Г2С,"Где купить трубу 245х12 ст09Г2С в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х12! ГОСТ 8732, сталь 09Г2С. Звоните: (044) 503-50-45","труба 245х12 ст09Г2С, купить трубу 245х12 ст09Г2С, труба 245х12 ст09Г2С цена, купить трубу 245х12",09Г2С,11-12м,ГОСТ 8732,245 мм,,,12 мм,,,Бесшовная горячекатаная труба,
956,Труба 245х12 ст20 ГК,29000,ton,Труба 245х12 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х12 из стали 20,"Где купить трубу 245х12 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х12! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х12 ст20, купить трубу 245х12 ст20, труба 245х12 ст20 цена, купить трубу 245х12",20,11-12м,ГОСТ 8732,245 мм,,,12 мм,,,Бесшовная горячекатаная труба,
957,"Труба 245х13,5 ст40Х ГК",11000,ton,"Труба 245х13,5 ст40 Х купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х13,5 из стали 40Х","Где купить трубу 245х13,5 ст40Х в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х13,5! ГОСТ 8732, сталь 40Х. Звоните: (044) 503-50-45","труба 245х13 5 ст40Х, купить трубу 245х13 5 ст40Х, труба 245х13 5 ст40Х цена, купить трубу 245х13 5",40Х,11-12м,ГОСТ 8732,245 мм,,,"13,5 мм",,,Бесшовная горячекатаная труба,
958,Труба 245х14 ст20 ГК,29000,ton,Труба 245х14 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х14 из стали 20,"Где купить трубу 245х14 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х14! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х14 ст20, купить трубу 245х14 ст20, труба 245х14 ст20 цена, купить трубу 245х14",20,11-12м,ГОСТ 8732,245 мм,,,14 мм,,,Бесшовная горячекатаная труба,
959,Труба 245х15 ст20 ГК,29000,ton,Труба 245х15 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х15 из стали 20,"Где купить трубу 245х15 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х15! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х15 ст20, купить трубу 245х15 ст20, труба 245х15 ст20 цена, купить трубу 245х15",20,11-12м,ГОСТ 8732,245 мм,,,15 мм,,,Бесшовная горячекатаная труба,
960,Труба 245х16 ст20 ГК,30000,ton,Труба 245х16 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х16 из стали 20,"Где купить трубу 245х16 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х16! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х16 ст20, купить трубу 245х16 ст20, труба 245х16 ст20 цена, купить трубу 245х16",20,11-12м,ГОСТ 8732,245 мм,,,16 мм,,,Бесшовная горячекатаная труба,
961,Труба 245х18 ст20 ГК,30000,ton,Труба 245х18 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х18 из стали 20,"Где купить трубу 245х18 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х18! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х18 ст20, купить трубу 245х18 ст20, труба 245х18 ст20 цена, купить трубу 245х18",20,11-12м,ГОСТ 8732,245 мм,,,18 мм,,,Бесшовная горячекатаная труба,
962,Труба 245х20 ст20 ГК,30000,ton,Труба 245х20 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х20 из стали 20,"Где купить трубу 245х20 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х20! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х20 ст20, купить трубу 245х20 ст20, труба 245х20 ст20 цена, купить трубу 245х20",20,11-12м,ГОСТ 8732,245 мм,,,20 мм,,,Бесшовная горячекатаная труба,
963,Труба 245х25 ст20 ГК,30000,ton,Труба 245х25 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х25 из стали 20,"Где купить трубу 245х25 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х25! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х25 ст20, купить трубу 245х25 ст20, труба 245х25 ст20 цена, купить трубу 245х25",20,11-12м,ГОСТ 8732,245 мм,,,25 мм,,,Бесшовная горячекатаная труба,
964,Труба 245х30 ст20 ГК,30000,ton,Труба 245х30 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х30 из стали 20,"Где купить трубу 245х30 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х30! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х30 ст20, купить трубу 245х30 ст20, труба 245х30 ст20 цена, купить трубу 245х30",20,11-12м,ГОСТ 8732,245 мм,,,30 мм,,,Бесшовная горячекатаная труба,
965,Труба 245х30 ст45 ГК,30000,ton,Труба 245х30 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х30 из стали 45,"Где купить трубу 245х30 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х30! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 245х30 ст45, купить трубу 245х30 ст45, труба 245х30 ст45 цена, купить трубу 245х30",45,11-12м,ГОСТ 8732,245 мм,,,30 мм,,,Бесшовная горячекатаная труба,
966,Труба 245х35 ст20 ГК,30000,ton,Труба 245х35 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х35 из стали 20,"Где купить трубу 245х35 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х35! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х35 ст20, купить трубу 245х35 ст20, труба 245х35 ст20 цена, купить трубу 245х35",20,11-12м,ГОСТ 8732,245 мм,,,35 мм,,,Бесшовная горячекатаная труба,
967,Труба 245х40 ст20 ГК,30000,ton,Труба 245х40 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х40 из стали 20,"Где купить трубу 245х40 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х40! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х40 ст20, купить трубу 245х40 ст20, труба 245х40 ст20 цена, купить трубу 245х40",20,11-12м,ГОСТ 8732,245 мм,,,40 мм,,,Бесшовная горячекатаная труба,
968,Труба 245х45 ст20 ГК,30000,ton,Труба 245х45 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х45 из стали 20,"Где купить трубу 245х45 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х45! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х45 ст20, купить трубу 245х45 ст20, труба 245х45 ст20 цена, купить трубу 245х45",20,11-12м,ГОСТ 8732,245 мм,,,45 мм,,,Бесшовная горячекатаная труба,
969,Труба 245х45 ст45 ГК,30000,ton,Труба 245х45 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х45 из стали 45,"Где купить трубу 245х45 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х45! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 245х45 ст45, купить трубу 245х45 ст45, труба 245х45 ст45 цена, купить трубу 245х45",45,11-12м,ГОСТ 8732,245 мм,,,45 мм,,,Бесшовная горячекатаная труба,
970,Труба 245х50 ст20 ГК,30000,ton,Труба 245х50 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х50 из стали 20,"Где купить трубу 245х50 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х50! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х50 ст20, купить трубу 245х50 ст20, труба 245х50 ст20 цена, купить трубу 245х50",20,11-12м,ГОСТ 8732,245 мм,,,50 мм,,,Бесшовная горячекатаная труба,
971,Труба 245х50 ст45 ГК,30000,ton,Труба 245х50 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х50 из стали 45,"Где купить трубу 245х50 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х50! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 245х50 ст45, купить трубу 245х50 ст45, труба 245х50 ст45 цена, купить трубу 245х50",45,11-12м,ГОСТ 8732,245 мм,,,50 мм,,,Бесшовная горячекатаная труба,
972,Труба 245х60 ст20 ГК,30000,ton,Труба 245х60 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х60 из стали 20,"Где купить трубу 245х60 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х60! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х60 ст20, купить трубу 245х60 ст20, труба 245х60 ст20 цена, купить трубу 245х60",20,11-12м,ГОСТ 8732,245 мм,,,60 мм,,,Бесшовная горячекатаная труба,
973,Труба 245х60 ст45 ГК,30000,ton,Труба 245х60 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х60 из стали 45,"Где купить трубу 245х60 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х60! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 245х60 ст45, купить трубу 245х60 ст45, труба 245х60 ст45 цена, купить трубу 245х60",45,11-12м,ГОСТ 8732,245 мм,,,60 мм,,,Бесшовная горячекатаная труба,
974,Труба 245х70 ст20 ГК,30000,ton,Труба 245х70 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 245х70 из стали 20,"Где купить трубу 245х70 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 245х70! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 245х70 ст20, купить трубу 245х70 ст20, труба 245х70 ст20 цена, купить трубу 245х70",20,11-12м,ГОСТ 8732,245 мм,,,70 мм,,,Бесшовная горячекатаная труба,
975,Труба 273х6 ст20 ГК,27000,agreed,Труба 273х6 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х6 из стали 20,"Где купить трубу 273х6 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х6! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х6 ст20, купить трубу 273х6 ст20, труба 273х6 ст20 цена, купить трубу 273х6",20,11-12м,ГОСТ 8732,273 мм,,,6 мм,,,Бесшовная горячекатаная труба,
976,Труба 273х7 ст20 ГК,29000,ton,Труба 273х7 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х7 из стали 20,"Где купить трубу 273х7 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х7! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х7 ст20, купить трубу 273х7 ст20, труба 273х7 ст20 цена, купить трубу 273х7",20,11-12м,ГОСТ 8732,273 мм,,,7 мм,,,Бесшовная горячекатаная труба,
977,Труба 273х8 ст20 ГК,29000,ton,Труба 273х8 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х8 из стали 20,"Где купить трубу 273х8 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х8! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х8 ст20, купить трубу 273х8 ст20, труба 273х8 ст20 цена, купить трубу 273х8",20,11-12м,ГОСТ 8732,273 мм,,,8 мм,,,Бесшовная горячекатаная труба,
978,Труба 273х10 ст20 ГК,29000,ton,Труба 273х10 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х10 из стали 20,"Где купить трубу 273х10 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х10! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х10 ст20, купить трубу 273х10 ст20, труба 273х10 ст20 цена, купить трубу 273х10",20,11-12м,ГОСТ 8732,273 мм,,,10 мм,,,Бесшовная горячекатаная труба,
979,Труба 273х12 ст20 ГК,29000,ton,Труба 273х12 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х12 из стали 20,"Где купить трубу 273х12 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х12! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х12 ст20, купить трубу 273х12 ст20, труба 273х12 ст20 цена, купить трубу 273х12",20,11-12м,ГОСТ 8732,273 мм,,,12 мм,,,Бесшовная горячекатаная труба,
980,Труба 273х14 ст20 ГК,29000,ton,Труба 273х14 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х14 из стали 20,"Где купить трубу 273х14 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х14! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х14 ст20, купить трубу 273х14 ст20, труба 273х14 ст20 цена, купить трубу 273х14",20,11-12м,ГОСТ 8732,273 мм,,,14 мм,,,Бесшовная горячекатаная труба,
981,Труба 273х16 ст20 ГК,30000,ton,Труба 273х16 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х16 из стали 20,"Где купить трубу 273х16 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х16! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х16 ст20, купить трубу 273х16 ст20, труба 273х16 ст20 цена, купить трубу 273х16",20,11-12м,ГОСТ 8732,273 мм,,,16 мм,,,Бесшовная горячекатаная труба,
982,Труба 273х18 ст20 ГК,30000,ton,Труба 273х18 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х18 из стали 20,"Где купить трубу 273х18 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х18! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х18 ст20, купить трубу 273х18 ст20, труба 273х18 ст20 цена, купить трубу 273х18",20,11-12м,ГОСТ 8732,273 мм,,,18 мм,,,Бесшовная горячекатаная труба,
983,Труба 273х20 ст20 ГК,30000,ton,Труба 273х20 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х20 из стали 20,"Где купить трубу 273х20 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х20! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х20 ст20, купить трубу 273х20 ст20, труба 273х20 ст20 цена, купить трубу 273х20",20,11-12м,ГОСТ 8732,273 мм,,,20 мм,,,Бесшовная горячекатаная труба,
984,Труба 273х25 ст20 ГК,30000,ton,Труба 273х25 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х25 из стали 20,"Где купить трубу 273х25 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х25! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х25 ст20, купить трубу 273х25 ст20, труба 273х25 ст20 цена, купить трубу 273х25",20,11-12м,ГОСТ 8732,273 мм,,,25 мм,,,Бесшовная горячекатаная труба,
985,Труба 273х25 ст45 ГК,30000,ton,Труба 273х25 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х25 из стали 45,"Где купить трубу 273х25 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х25! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 273х25 ст45, купить трубу 273х25 ст45, труба 273х25 ст45 цена, купить трубу 273х25",45,11-12м,ГОСТ 8732,273 мм,,,25 мм,,,Бесшовная горячекатаная труба,
986,Труба 273х30 ст20 ГК,30000,ton,Труба 273х30 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х30 из стали 20,"Где купить трубу 273х30 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х30! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х30 ст20, купить трубу 273х30 ст20, труба 273х30 ст20 цена, купить трубу 273х30",20,11-12м,ГОСТ 8732,273 мм,,,30 мм,,,Бесшовная горячекатаная труба,
987,Труба 273х32 ст20 ГК,30000,ton,Труба 273х32 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х32 из стали 20,"Где купить трубу 273х32 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х32! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х32 ст20, купить трубу 273х32 ст20, труба 273х32 ст20 цена, купить трубу 273х32",20,11-12м,ГОСТ 8732,273 мм,,,32 мм,,,Бесшовная горячекатаная труба,
988,Труба 273х35 ст20 ГК,30000,ton,Труба 273х35 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 273х35 из стали 20,"Где купить трубу 273х35 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 273х35! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 273х35 ст20, купить трубу 273х35 ст20, труба 273х35 ст20 цена, купить трубу 273х35",20,11-12м,ГОСТ 8732,273 мм,,,35 мм,,,Бесшовная горячекатаная труба,
